City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Balabac,PH,7.9868,117.0645,82.22,76,100,18.01,light rain
453,Ketchikan,US,55.3422,-131.6461,52.27,93,100,11.5,light rain
454,Chicama,PE,-7.8447,-79.1469,61.34,78,35,7.25,scattered clouds
455,Coffs Harbour,AU,-30.3,153.1333,66.16,77,7,2.3,clear sky
456,Ginir,ET,7.1333,40.7,55.81,87,85,4.59,light rain
457,Toamasina,MG,-18.1667,49.3833,71.78,88,48,12.59,light rain
458,Flinders,AU,-34.5833,150.8552,60.19,94,95,4.0,overcast clouds
459,Tres Lagoas,BR,-20.7511,-51.6783,71.22,47,90,5.64,overcast clouds
460,Iqaluit,CA,63.7506,-68.5145,25.7,92,99,8.99,overcast clouds
461,Burdur,TR,37.7203,30.2908,56.1,82,0,1.14,clear sky
462,Bubaque,GW,11.2833,-15.8333,80.46,79,53,6.76,moderate rain
463,Cururupu,BR,-1.8283,-44.8683,73.17,96,14,2.39,few clouds
464,Kavaratti,IN,10.5669,72.642,82.15,76,100,6.6,overcast clouds
465,Lotofaga,WS,-13.9764,-171.8578,85.78,77,30,20.38,scattered clouds
466,Houston,US,29.7633,-95.3633,96.31,39,0,12.66,clear sky
467,Bowen,AU,-20.0167,148.2333,73.87,59,5,3.13,clear sky
468,Goure,NE,13.9835,10.2704,81.75,13,4,1.19,clear sky
469,Piedras Negras,MX,28.7,-100.5167,99.27,36,0,11.54,clear sky
470,Great Falls,US,47.5002,-111.3008,70.99,32,0,23.02,clear sky
471,Pangnirtung,CA,66.1451,-65.7125,19.76,93,77,3.06,broken clouds
472,Gamba,GA,-2.65,10.0,71.78,94,10,4.32,clear sky
473,San Quintin,MX,30.4833,-115.95,65.08,68,2,16.4,clear sky
474,Medvedka,RU,61.1629,46.387,48.72,97,100,8.08,overcast clouds
475,Labytnangi,RU,66.6572,66.4183,56.88,53,14,11.61,few clouds
476,Namatanai,PG,-3.6667,152.4333,83.59,69,100,5.93,overcast clouds
477,Shitanjing,CN,39.2342,106.3439,74.07,18,99,9.26,overcast clouds
478,Tromso,NO,69.6496,18.957,42.82,81,75,17.27,broken clouds
479,Anito,PH,12.4497,125.2886,83.52,71,81,5.01,moderate rain
480,Pushkar,IN,26.5,74.55,79.0,68,0,21.59,clear sky
481,Mildura,AU,-34.2,142.15,53.08,95,54,5.86,broken clouds
482,Venice,US,27.0998,-82.4543,82.99,79,100,8.05,overcast clouds
483,Erzincan,TR,39.75,39.5,51.1,82,0,1.14,clear sky
484,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,90,100,5.75,overcast clouds
485,Umea,SE,63.8284,20.2597,46.33,100,75,6.91,light rain
486,Hrubieszow,PL,50.805,23.8925,47.07,96,79,11.34,broken clouds
487,Yingkou,CN,40.6648,122.2283,71.98,41,100,24.4,overcast clouds
488,Burns Lake,CA,54.2331,-125.7533,46.29,85,100,4.32,overcast clouds
489,Cuenca,EC,-2.8833,-78.9833,51.04,94,92,2.04,overcast clouds
490,Yala,TH,6.3333,101.25,76.68,89,100,3.13,overcast clouds
491,Manta,EC,-0.95,-80.7333,72.93,86,74,11.45,broken clouds
492,Broome,US,42.2506,-75.833,69.89,84,20,11.99,few clouds
493,Tiksi,RU,71.6872,128.8694,31.12,86,100,6.49,overcast clouds
494,Plerin,FR,48.5425,-2.7798,50.2,94,0,6.91,clear sky
495,Rokytne,UA,51.2796,27.214,46.76,96,86,11.03,overcast clouds
496,Bambanglipuro,ID,-7.95,110.2833,77.31,83,87,2.98,overcast clouds
497,Muhlhausen,DE,51.2167,10.45,50.23,79,2,13.73,clear sky
498,Port Hardy,CA,50.6996,-127.4199,48.72,91,100,12.12,light rain
499,Sinnamary,GF,5.3833,-52.95,78.15,84,49,9.28,scattered clouds
500,Bastia,FR,42.6667,9.3333,76.3,51,0,3.44,clear sky
501,Lompoc,US,34.6391,-120.4579,71.74,67,0,14.97,clear sky
502,Minot,US,48.2325,-101.2963,68.22,56,75,4.61,broken clouds
503,Saint-Joseph,RE,-21.3667,55.6167,66.58,83,29,7.11,light rain
504,Marawi,PH,7.9986,124.2928,74.3,85,96,4.25,overcast clouds
505,Namie,JP,37.4833,141.0,72.99,43,7,1.99,clear sky
506,Nelson Bay,AU,-32.7167,152.15,62.11,93,74,1.99,broken clouds
507,Kez,RU,57.8979,53.7152,50.18,96,100,7.45,overcast clouds
508,Saint-Augustin,CA,51.226,-58.6502,43.72,60,99,9.46,overcast clouds
509,Urumqi,CN,43.801,87.6005,72.55,35,20,6.71,few clouds
510,Port Keats,AU,-14.25,129.55,78.57,38,15,9.26,few clouds
511,Khandbari,NP,27.3747,87.2039,70.97,67,81,1.07,broken clouds
512,Atraulia,IN,26.3333,82.95,87.8,32,27,1.34,scattered clouds
513,Lac Du Bonnet,CA,50.2536,-96.0612,67.78,52,25,6.42,scattered clouds
514,Namsos,NO,64.4662,11.4957,46.54,97,100,13.8,light rain
515,Vanavara,RU,60.34,102.2797,44.76,44,8,4.54,clear sky
516,Zhukovka,RU,53.534,33.728,52.07,96,100,10.16,overcast clouds
517,Tumut,AU,-35.3,148.2167,53.85,94,98,2.24,overcast clouds
518,Constantine,DZ,36.365,6.6147,60.21,67,75,12.66,broken clouds
519,Auki,SB,-8.7676,160.7034,78.71,85,99,1.34,overcast clouds
520,Livingstone,ZM,-17.8419,25.8543,57.25,49,0,3.89,clear sky
521,Barabai,ID,-2.5833,115.3833,76.44,90,94,0.81,overcast clouds
522,Sambava,MG,-14.2667,50.1667,69.89,89,56,8.37,broken clouds
523,Przeworsk,PL,50.0591,22.4941,51.93,92,79,9.84,broken clouds
524,Evensk,RU,61.95,159.2333,38.7,97,100,1.12,light rain
525,Dunedin,NZ,-45.8742,170.5036,56.8,50,73,2.04,broken clouds
526,Arlit,NE,18.7369,7.3853,91.33,10,38,7.56,scattered clouds
527,Vestmannaeyjar,IS,63.4427,-20.2734,48.22,87,74,16.28,broken clouds
528,Coahuayana,MX,18.7333,-103.6833,84.07,67,15,6.31,few clouds
529,Mongo,TD,12.1844,18.693,86.68,9,2,4.76,clear sky
530,Paamiut,GL,61.994,-49.6678,32.54,89,78,24.23,broken clouds
531,Arroyo,ES,41.6096,-4.7969,59.07,67,0,9.22,clear sky
532,Yanji,CN,42.9075,129.5078,62.55,70,79,1.3,broken clouds
533,Yavas,RU,54.4159,42.8491,46.04,97,52,6.87,broken clouds
534,Naujamiestis,LT,55.6869,24.1523,43.02,93,50,12.55,scattered clouds
535,Agadez,NE,19.75,10.25,88.79,12,4,8.63,clear sky
536,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.96,82,89,12.57,overcast clouds
537,Quatre Cocos,MU,-20.2078,57.7625,69.1,81,4,7.63,clear sky
538,Akdepe,TM,42.0551,59.3788,63.01,46,7,7.54,clear sky
539,Lianran,CN,24.9227,102.485,65.41,88,47,2.39,scattered clouds
540,Katsuura,JP,35.1333,140.3,70.36,71,9,11.36,clear sky
541,Hvolsvollur,IS,63.7533,-20.2243,45.68,86,51,2.35,broken clouds
542,Lucapa,AO,-8.4192,20.7447,63.36,45,0,3.89,clear sky
543,Dutlwe,BW,-23.9833,23.9,59.34,46,0,9.55,clear sky
544,Luxor,EG,25.6989,32.6421,82.33,22,0,6.91,clear sky
545,Bardiyah,LY,31.7561,25.0865,74.66,44,0,2.17,clear sky
546,Esso,RU,55.9333,158.7,38.5,97,81,2.77,broken clouds
547,Zhuanghe,CN,39.7008,122.9911,67.15,64,99,6.78,overcast clouds
548,Hambantota,LK,6.1241,81.1185,78.73,84,67,16.44,broken clouds
549,Kathmandu,NP,27.7167,85.3167,66.42,94,75,2.3,mist
550,Kamenka,RU,51.3223,42.7678,48.87,86,60,10.69,broken clouds
551,Kupang,ID,-10.1667,123.5833,81.05,70,20,8.57,few clouds
552,Bud,US,39.447,-86.1758,66.15,92,100,13.67,overcast clouds
553,Dumabato,PH,16.3167,121.7,81.41,75,76,1.32,broken clouds
554,Umm Kaddadah,SD,13.6017,26.6876,78.33,9,6,11.23,clear sky
555,Inuvik,CA,68.3499,-133.7218,40.5,60,96,18.37,overcast clouds
556,Praia,CV,14.9215,-23.5087,71.8,82,9,10.76,clear sky
557,Susanville,US,40.4163,-120.653,69.64,31,0,15.01,clear sky
558,Klyuchi,RU,52.2667,79.1667,64.04,62,87,12.19,overcast clouds
559,Baghdogra,IN,26.7,88.3167,72.64,83,22,5.57,few clouds
560,Bonavista,CA,48.6499,-53.1147,40.96,78,100,14.25,overcast clouds
561,Pittsburg,US,38.028,-121.8847,77.25,50,0,11.5,clear sky
562,Ishigaki,JP,24.3448,124.1572,80.42,88,100,24.54,overcast clouds
563,Narsaq,GL,60.9167,-46.05,50.22,53,100,7.99,overcast clouds
564,Kojetin,CZ,49.3518,17.3021,55.36,88,93,3.91,overcast clouds
565,Xiaoweizhai,CN,26.1903,107.5125,65.62,99,100,1.1,overcast clouds
566,Luanda,AO,-8.8368,13.2343,70.11,87,28,5.91,scattered clouds
567,Maragogi,BR,-9.0122,-35.2225,75.49,88,47,11.56,light rain
568,Ibicarai,BR,-14.865,-39.5875,64.81,97,34,0.43,scattered clouds
569,Seoul,KR,37.5683,126.9778,67.39,55,51,6.58,broken clouds
570,Aquiraz,BR,-3.9014,-38.3911,76.17,84,29,7.23,scattered clouds
571,Sarahan,IN,31.5167,77.8,56.01,71,6,4.5,clear sky
572,Olafsvik,IS,64.8945,-23.7142,47.91,70,32,8.88,scattered clouds
573,Kirakira,SB,-10.4544,161.9205,81.54,76,89,4.07,overcast clouds
574,Monrovia,LR,6.3005,-10.7969,78.91,85,100,5.82,overcast clouds
575,Fortuna,US,40.5982,-124.1573,59.94,86,100,8.05,overcast clouds
576,Margate,GB,51.3813,1.3862,54.88,63,20,8.01,few clouds
577,Kakegawa,JP,34.7667,138.0167,75.7,59,0,16.49,clear sky
578,Agirish,RU,61.9247,63.0231,45.97,98,100,4.92,light rain
579,Honiara,SB,-9.4333,159.95,84.2,68,76,3.8,moderate rain
580,North Salt Lake,US,40.8486,-111.9069,85.75,27,75,13.8,broken clouds
581,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.29,84,39,2.1,scattered clouds
582,Saint-Paul-Les-Dax,FR,43.7272,-1.0516,59.79,94,2,1.14,clear sky
583,Cloquet,US,46.7216,-92.4594,76.39,35,26,8.05,scattered clouds
584,Manjacaze,MZ,-24.7117,33.8828,62.87,96,0,5.03,clear sky
585,Neyshabur,IR,36.2133,58.7958,57.4,57,1,2.55,clear sky
586,Pundaguitan,PH,6.3711,126.1689,81.93,76,82,8.93,light rain
587,Udachnyy,RU,66.4167,112.4,37.76,61,95,5.68,overcast clouds
588,Kieta,PG,-6.2167,155.6333,85.01,67,57,4.94,broken clouds
589,Agadir,MA,30.4202,-9.5982,66.65,72,80,1.97,broken clouds
590,Manggar,ID,-2.8833,108.2667,82.51,77,71,5.88,broken clouds
591,Am Timan,TD,11.0297,20.2827,89.15,31,41,4.76,scattered clouds
592,San Pedro De Macoris,DO,18.4616,-69.2972,77.95,82,97,8.55,overcast clouds
593,Berlevag,NO,70.8578,29.0864,39.15,100,100,27.63,overcast clouds
594,Zheshart,RU,62.0731,49.5733,48.38,88,100,8.97,light rain
595,Havoysund,NO,70.9963,24.6622,41.23,92,100,24.11,overcast clouds
596,Reconquista,AR,-29.15,-59.65,59.4,95,99,5.86,overcast clouds
597,Passau,DE,48.5712,13.449,56.57,84,90,5.14,overcast clouds
598,Kiruna,SE,67.8557,20.2251,40.12,81,100,13.8,drizzle
599,Moundsville,US,39.9203,-80.7431,66.15,98,89,3.42,overcast clouds
600,Pryazha,RU,61.6926,33.6216,40.24,95,96,3.78,overcast clouds
601,Axim,GH,4.8699,-2.2405,78.93,85,82,3.56,light rain
602,Belyy Yar,RU,53.6039,91.3903,53.85,56,0,4.47,clear sky
603,Jinka,ET,5.65,36.65,59.67,95,96,2.77,moderate rain
604,Chapais,CA,49.7834,-74.8492,55.18,98,100,3.96,overcast clouds
605,Zhaotong,CN,27.3167,103.7167,55.09,96,100,3.49,overcast clouds
606,Waddan,LY,29.1614,16.139,84.18,13,8,4.14,clear sky
607,Xai-Xai,MZ,-25.0519,33.6442,65.17,92,10,6.35,clear sky
608,Yulara,AU,-25.2406,130.9889,61.97,50,71,10.49,broken clouds
609,Crotone,IT,39.0851,17.1178,67.41,66,97,4.32,overcast clouds
610,La Asuncion,VE,11.0333,-63.8628,77.31,88,100,10.87,overcast clouds
611,Lota,CL,-37.0833,-73.1667,45.86,75,98,4.09,overcast clouds
612,Dalvik,IS,65.9702,-18.5286,41.09,82,56,6.08,broken clouds
613,Dali,CN,25.7,100.1833,64.24,84,34,4.63,scattered clouds
614,Fenoarivo,MG,-18.933,47.4354,60.87,88,75,6.91,broken clouds
615,Osoyoos,CA,49.0331,-119.4524,69.04,34,100,8.28,overcast clouds
616,Tuy Hoa,VN,13.0833,109.3,80.15,72,100,15.32,overcast clouds
617,Vero Beach,US,27.6386,-80.3973,85.03,75,0,12.66,clear sky
618,Denpasar,ID,-8.65,115.2167,78.46,94,20,2.3,few clouds
619,Pacific Grove,US,36.6177,-121.9166,69.24,69,0,11.5,clear sky
620,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,3.44,broken clouds
621,Severobaykalsk,RU,55.65,109.3167,40.51,59,7,9.64,clear sky
622,Vicksburg,US,32.3526,-90.8779,78.53,53,0,6.91,clear sky
623,Onega,RU,63.9061,38.1404,48.31,79,78,9.28,broken clouds
624,Shahrud,IR,36.4182,54.9763,54.81,42,0,7.4,clear sky
625,Stokmarknes,NO,68.5646,14.9108,44.58,87,100,4.61,overcast clouds
626,Rio Cuarto,AR,-33.1307,-64.3499,49.77,76,96,0.0,overcast clouds
627,Matagami,CA,49.7502,-77.6328,51.91,87,100,8.05,overcast clouds
628,Tommot,RU,58.9564,126.2925,46.6,84,100,7.7,overcast clouds
629,Atar,MR,20.5169,-13.0499,84.67,47,87,14.74,light rain
630,Passi,PH,11.15,122.65,78.62,81,100,5.39,overcast clouds
631,Razole,IN,16.4833,81.8333,83.26,77,6,6.69,clear sky
632,Boa Vista,BR,2.8197,-60.6733,77.9,82,96,3.69,overcast clouds
633,Guilin,CN,25.2819,110.2864,72.1,94,100,0.38,overcast clouds
634,At-Bashi,KG,41.1702,75.8106,55.27,64,100,3.24,overcast clouds
635,Bayburt,TR,40.2589,40.2278,47.5,87,6,1.7,clear sky
636,Bang Len,TH,14.0219,100.1718,84.97,79,97,6.73,overcast clouds
637,Ust-Uda,RU,54.1742,103.0304,47.39,51,11,9.1,few clouds
638,Senador Jose Porfirio,BR,-2.5908,-51.9542,74.88,91,78,2.21,broken clouds
639,Qaqortoq,GL,60.7167,-46.0333,43.25,60,100,2.48,overcast clouds
640,Meadow Lake,US,34.8014,-106.5436,87.3,12,30,2.3,scattered clouds
641,Visby,SE,57.6409,18.296,48.81,81,100,10.36,overcast clouds
642,Todos Santos,MX,23.45,-110.2167,75.94,57,2,7.52,clear sky
643,Taltal,CL,-25.4,-70.4833,59.63,80,56,4.85,broken clouds
644,Ahuimanu,US,21.4447,-157.8378,82.11,59,100,16.11,overcast clouds
645,Kangaatsiaq,GL,68.3065,-53.4641,29.08,77,97,11.27,overcast clouds
646,Campo De Criptana,ES,39.4046,-3.1249,65.75,45,2,12.01,clear sky
647,Urusha,RU,54.05,122.9,46.27,94,100,2.95,overcast clouds
648,Oktyabrskoye,RU,43.0645,44.7417,44.74,93,32,6.71,scattered clouds
649,Port Pirie,AU,-33.1833,138.0167,57.79,73,3,6.6,clear sky
650,Abaza,RU,52.655,90.0928,53.64,60,10,2.8,clear sky
651,Haapiti,PF,-17.5667,-149.8667,83.93,64,1,13.65,clear sky
652,Nikolayevsk-Na-Amure,RU,53.1406,140.73,44.69,89,100,5.79,overcast clouds
653,Luau,AO,-10.7073,22.2247,57.74,48,0,4.72,clear sky
654,Maniitsoq,GL,65.4167,-52.9,28.49,79,94,6.71,overcast clouds
655,Murmashi,RU,68.8154,32.8115,39.61,93,75,11.18,broken clouds
656,Vitim,RU,59.4511,112.5578,44.38,51,97,8.19,overcast clouds
657,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.26,53,90,3.18,overcast clouds
658,Mecca,SA,21.4267,39.8261,85.17,21,1,2.42,clear sky
659,Noyabrsk,RU,63.1994,75.4507,57.7,48,0,14.41,clear sky
660,Zhezkazgan,KZ,47.8043,67.7144,59.47,49,100,13.96,moderate rain
661,Matveyevka,RU,52.15,56.1833,50.31,92,80,12.39,broken clouds
662,San Antonio,US,29.4241,-98.4936,98.06,34,0,9.22,clear sky
663,Khandyga,RU,62.6667,135.6,52.57,52,94,4.38,overcast clouds
664,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,81,0,5.99,clear sky
665,Ratnagiri,IN,16.9833,73.3,81.64,75,7,5.48,clear sky
666,Kyren,RU,51.6828,102.1408,42.98,90,100,3.38,overcast clouds
667,Kirkuk,IQ,35.4681,44.3922,75.74,20,0,4.05,clear sky
668,Anchorage,US,61.2181,-149.9003,74.28,42,0,15.01,clear sky
669,Mareeba,AU,-17.0,145.4333,72.48,68,16,1.81,few clouds
670,Sinnar,SD,13.5691,33.5672,88.03,11,8,7.07,clear sky
671,Buritis,BR,-15.6178,-46.4233,64.99,54,92,2.51,overcast clouds
672,Trinidad,BO,-14.8333,-64.9,75.09,78,2,3.27,clear sky
673,Westerland,DE,54.9079,8.3033,50.02,81,75,24.16,broken clouds
674,Olinda,BR,-8.0089,-34.8553,76.75,88,65,14.14,light rain
675,Bauchi,NG,10.5,10.0,79.77,57,55,4.72,broken clouds
676,Groningen,NL,53.25,6.75,53.22,78,40,11.5,scattered clouds
677,Batagay-Alyta,RU,67.8006,130.4114,28.69,75,24,1.14,few clouds
678,Aginskoye,RU,51.1,114.53,49.39,36,11,16.75,few clouds
679,Kidderminster,GB,52.3882,-2.25,50.68,85,54,4.34,broken clouds
680,Coolum Beach,AU,-26.5333,153.1,72.34,81,19,6.73,few clouds
